scenario,quantum_coupling,diffusion_rate,collapse_enabled,population,max_steps,seed,alive_count,alive_rate,avg_survival_steps,max_survival_steps,avg_final_energy,avg_steps_taken,deadend_escapes,final_coherence_mean,final_pilot_wave_mean
moving,0.5,0.1,False,20,500,2050,0,0.0,100.0,100,0.0,100.0,0,1.0,0.0005299095646478236
moving,0.5,0.1,False,20,500,3050,0,0.0,100.0,100,0.0,100.0,0,1.0,0.0005299095646478236
moving,0.5,0.1,False,20,500,4050,1,0.05,120.0,500,2.5,120.0,0,1.0,0.0008238843875005841
moving,0.5,0.1,False,20,500,5050,3,0.15,160.0,500,30.5,160.0,0,1.0,0.0008238843875005841
moving,0.5,0.1,False,20,500,6050,1,0.05,120.0,500,15.0,120.0,0,1.0,0.0008238843875005841
moving,0.5,0.1,False,20,500,7050,0,0.0,100.0,100,0.0,100.0,0,1.0,0.0005299095646478236
moving,0.5,0.1,False,20,500,8050,2,0.1,140.0,500,31.5,140.0,0,1.0,0.0008238843875005841
moving,0.5,0.1,False,20,500,9050,1,0.05,120.0,500,20.0,120.0,0,1.0,0.0008238843875005841
single_source,0.0,0.1,True,20,500,0,14,0.7,380.0,500,355.0,380.0,0,0.9161828756332397,1.0232969522476196
single_source,0.0,0.1,True,20,500,1000,14,0.7,380.0,500,365.0,380.0,0,0.8946585655212402,1.023301124572754
single_source,0.0,0.1,True,20,500,2000,14,0.7,380.0,500,360.0,380.0,0,0.8991075158119202,1.0233005285263062
single_source,0.0,0.1,True,20,500,3000,16,0.8,420.0,500,410.0,420.0,0,0.8990359902381897,1.144991397857666
single_source,0.0,0.1,True,20,500,4000,15,0.75,400.0,500,375.0,400.0,0,0.9022988080978394,1.0812419652938843
single_source,0.0,0.1,True,20,500,5000,15,0.75,400.0,500,390.0,400.0,0,0.9090335369110107,1.0812535285949707
single_source,0.0,0.1,True,20,500,6000,13,0.65,360.0,500,340.0,360.0,0,0.8933240175247192,0.9706341028213501
single_source,0.0,0.1,True,20,500,7000,15,0.75,400.0,500,385.0,400.0,0,0.9105222225189209,1.081247091293335
single_source,0.0,0.1,True,20,500,8000,15,0.75,400.0,500,390.0,400.0,0,0.8824670314788818,1.0812495946884155
single_source,0.0,0.1,True,20,500,9000,13,0.65,360.0,500,340.0,360.0,0,0.9062747955322266,0.9706296324729919
single_source,0.0,0.1,False,20,500,0,11,0.55,320.0,500,280.0,320.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,1000,13,0.65,360.0,500,315.0,360.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,2000,8,0.4,260.0,500,200.0,260.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,3000,11,0.55,320.0,500,275.0,320.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,4000,11,0.55,320.0,500,285.0,320.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,5000,8,0.4,260.0,500,195.0,260.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,6000,13,0.65,360.0,500,310.0,360.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,7000,10,0.5,300.0,500,250.0,300.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,8000,12,0.6,340.0,500,315.0,340.0,0,1.0,0.00030514231184497476
single_source,0.0,0.1,False,20,500,9000,12,0.6,340.0,500,310.0,340.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,True,20,500,10,11,0.55,320.0,500,290.0,320.0,0,0.9006195664405823,0.8792037963867188
single_source,0.1,0.1,True,20,500,1010,11,0.55,320.0,500,295.0,320.0,0,0.9033877849578857,0.8792108297348022
single_source,0.1,0.1,True,20,500,2010,11,0.55,320.0,500,290.0,320.0,0,0.8846250176429749,0.8792023658752441
single_source,0.1,0.1,True,20,500,3010,15,0.75,400.0,500,385.0,400.0,0,0.8893656134605408,1.0812395811080933
single_source,0.1,0.1,True,20,500,4010,14,0.7,380.0,500,365.0,380.0,0,0.9091553688049316,1.0233075618743896
single_source,0.1,0.1,True,20,500,5010,16,0.8,420.0,500,420.0,420.0,0,0.8998931050300598,1.1450002193450928
single_source,0.1,0.1,True,20,500,6010,15,0.75,400.0,500,390.0,400.0,0,0.9118456840515137,1.081249475479126
single_source,0.1,0.1,True,20,500,7010,15,0.75,400.0,500,390.0,400.0,0,0.9140347242355347,1.0812493562698364
single_source,0.1,0.1,True,20,500,8010,17,0.85,440.0,500,435.0,440.0,0,0.8992726802825928,1.21510910987854
single_source,0.1,0.1,True,20,500,9010,14,0.7,380.0,500,360.0,380.0,0,0.9085239171981812,1.0233066082000732
single_source,0.1,0.1,False,20,500,10,10,0.5,300.0,500,260.0,300.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,1010,11,0.55,320.0,500,275.0,320.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,2010,14,0.7,380.0,500,340.0,380.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,3010,10,0.5,300.0,500,260.0,300.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,4010,14,0.7,380.0,500,360.0,380.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,5010,11,0.55,320.0,500,265.0,320.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,6010,7,0.35,240.0,500,175.0,240.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,7010,8,0.4,260.0,500,205.0,260.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,8010,10,0.5,300.0,500,260.0,300.0,0,1.0,0.00030514231184497476
single_source,0.1,0.1,False,20,500,9010,15,0.75,400.0,500,375.0,400.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,True,20,500,30,15,0.75,400.0,500,385.0,400.0,0,0.8953230381011963,1.0812486410140991
single_source,0.3,0.1,True,20,500,1030,13,0.65,360.0,500,335.0,360.0,0,0.9055576324462891,0.9706372022628784
single_source,0.3,0.1,True,20,500,2030,14,0.7,380.0,500,355.0,380.0,0,0.8901692032814026,1.0232962369918823
single_source,0.3,0.1,True,20,500,3030,10,0.5,300.0,500,265.0,300.0,0,0.8747566938400269,0.839627742767334
single_source,0.3,0.1,True,20,500,4030,13,0.65,360.0,500,340.0,360.0,0,0.9055200815200806,0.9706271290779114
single_source,0.3,0.1,True,20,500,5030,14,0.7,380.0,500,360.0,380.0,0,0.9141419529914856,1.0233062505722046
single_source,0.3,0.1,True,20,500,6030,6,0.3,220.0,500,165.0,220.0,0,0.9098210334777832,0.700415313243866
single_source,0.3,0.1,True,20,500,7030,15,0.75,400.0,500,385.0,400.0,0,0.9009172916412354,1.081250786781311
single_source,0.3,0.1,True,20,500,8030,13,0.65,360.0,500,335.0,360.0,0,0.9056698083877563,0.9706218838691711
single_source,0.3,0.1,True,20,500,9030,4,0.2,180.0,500,120.0,180.0,0,0.9121898412704468,0.5939077138900757
single_source,0.3,0.1,False,20,500,30,12,0.6,340.0,500,285.0,340.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,1030,10,0.5,300.0,500,260.0,300.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,2030,8,0.4,260.0,500,200.0,260.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,3030,11,0.55,320.0,500,270.0,320.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,4030,13,0.65,360.0,500,330.0,360.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,5030,10,0.5,300.0,500,250.0,300.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,6030,9,0.45,280.0,500,215.0,280.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,7030,14,0.7,380.0,500,355.0,380.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,8030,12,0.6,340.0,500,295.0,340.0,0,1.0,0.00030514231184497476
single_source,0.3,0.1,False,20,500,9030,15,0.75,400.0,500,375.0,400.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,True,20,500,50,14,0.7,380.0,500,365.0,380.0,0,0.8971610069274902,1.0233054161071777
single_source,0.5,0.1,True,20,500,1050,9,0.45,280.0,500,235.0,280.0,0,0.8981963396072388,0.8036343455314636
single_source,0.5,0.1,True,20,500,2050,10,0.5,300.0,500,250.0,300.0,0,0.8787918090820312,0.8396117091178894
single_source,0.5,0.1,True,20,500,3050,12,0.6,340.0,500,305.0,340.0,0,0.8778944611549377,0.9227308034896851
single_source,0.5,0.1,True,20,500,4050,14,0.7,380.0,500,360.0,380.0,0,0.8922685980796814,1.0232985019683838
single_source,0.5,0.1,True,20,500,5050,14,0.7,380.0,500,355.0,380.0,0,0.9104759693145752,1.0233038663864136
single_source,0.5,0.1,True,20,500,6050,12,0.6,340.0,500,300.0,340.0,0,0.8861764669418335,0.922730028629303
single_source,0.5,0.1,True,20,500,7050,15,0.75,400.0,500,390.0,400.0,0,0.9047291874885559,1.0812480449676514
single_source,0.5,0.1,True,20,500,8050,9,0.45,280.0,500,230.0,280.0,0,0.8880290389060974,0.80363929271698
single_source,0.5,0.1,True,20,500,9050,14,0.7,380.0,500,350.0,380.0,0,0.8942927122116089,1.023299217224121
single_source,0.5,0.1,False,20,500,50,9,0.45,280.0,500,225.0,280.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,1050,10,0.5,300.0,500,255.0,300.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,2050,11,0.55,320.0,500,270.0,320.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,3050,9,0.45,280.0,500,215.0,280.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,4050,10,0.5,300.0,500,250.0,300.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,5050,11,0.55,320.0,500,265.0,320.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,6050,9,0.45,280.0,500,225.0,280.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,7050,14,0.7,380.0,500,350.0,380.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,8050,6,0.3,220.0,500,145.0,220.0,0,1.0,0.00030514231184497476
single_source,0.5,0.1,False,20,500,9050,12,0.6,340.0,500,290.0,340.0,0,1.0,0.00030514231184497476
