scenario,quantum_coupling,diffusion_rate,collapse_enabled,population,max_steps,seed,alive_count,alive_rate,avg_survival_steps,max_survival_steps,avg_final_energy,avg_steps_taken,deadend_escapes,barrier_crossings,final_coherence_mean,final_pilot_wave_mean
moving,0.15,0.2,True,20,500,20,0,0.0,100.0,100,0.0,100.0,0,0,0.9783368706703186,3.1146507263183594
moving,0.15,0.2,True,20,500,21,20,1.0,500.0,500,320.0,500.0,20,0,0.9270033836364746,12.216087341308594
moving,0.15,0.2,True,20,500,22,18,0.9,460.0,500,288.0,460.0,18,0,0.9251413345336914,12.77705192565918
moving,0.15,0.2,True,20,500,23,18,0.9,460.0,500,288.0,460.0,18,0,0.924857497215271,12.83485221862793
moving,0.15,0.2,True,20,500,24,0,0.0,100.0,100,0.0,100.0,0,0,0.9774342179298401,3.111703872680664
moving,0.15,0.2,True,20,500,25,0,0.0,100.0,100,0.0,100.0,0,0,0.9783145785331726,3.119077682495117
moving,0.15,0.2,True,20,500,26,20,1.0,500.0,500,320.0,500.0,20,0,0.9260469675064087,12.277856826782227
moving,0.15,0.2,True,20,500,27,18,0.9,460.0,500,288.0,460.0,18,0,0.924588143825531,12.841473579406738
moving,0.15,0.2,True,20,500,28,0,0.0,100.0,100,0.0,100.0,0,0,0.9769575595855713,3.111072540283203
moving,0.15,0.2,True,20,500,29,0,0.0,100.0,100,0.0,100.0,0,0,0.9767698049545288,3.1262316703796387
moving,0.15,0.2,True,20,500,30,0,0.0,100.0,100,0.0,100.0,0,0,0.9770455956459045,3.1164276599884033
moving,0.15,0.2,True,20,500,31,18,0.9,460.0,500,288.0,460.0,18,0,0.9251044988632202,12.775270462036133
moving,0.15,0.2,True,20,500,32,0,0.0,100.0,100,0.0,100.0,0,0,0.9763883352279663,3.264618396759033
moving,0.15,0.2,True,20,500,33,20,1.0,500.0,500,320.0,500.0,20,0,0.9262304306030273,12.253549575805664
moving,0.15,0.2,True,20,500,34,20,1.0,500.0,500,320.0,500.0,20,0,0.9268306493759155,12.268954277038574
moving,0.15,0.2,True,20,500,35,20,1.0,500.0,500,320.0,500.0,20,0,0.9272874593734741,12.210264205932617
moving,0.15,0.2,True,20,500,36,0,0.0,100.0,100,0.0,100.0,0,0,0.9782743453979492,3.1147918701171875
moving,0.15,0.2,True,20,500,37,0,0.0,100.0,100,0.0,100.0,0,0,0.9774824380874634,3.114891529083252
moving,0.15,0.2,True,20,500,38,18,0.9,460.0,500,288.0,460.0,18,0,0.9249638319015503,12.782504081726074
moving,0.15,0.2,True,20,500,39,20,1.0,500.0,500,320.0,500.0,20,0,0.9260042905807495,12.282476425170898
moving,0.15,0.2,True,20,500,40,20,1.0,500.0,500,320.0,500.0,20,0,0.9256362915039062,12.266729354858398
moving,0.15,0.2,True,20,500,41,20,1.0,500.0,500,320.0,500.0,20,0,0.9270884394645691,12.26708984375
moving,0.15,0.2,True,20,500,42,18,0.9,460.0,500,288.0,460.0,18,0,0.9250670671463013,12.77458381652832
moving,0.15,0.2,True,20,500,43,20,1.0,500.0,500,320.0,500.0,20,0,0.9269791841506958,12.210529327392578
moving,0.15,0.2,True,20,500,44,20,1.0,500.0,500,320.0,500.0,20,0,0.9264662861824036,12.275705337524414
moving,0.15,0.2,True,20,500,45,0,0.0,100.0,100,0.0,100.0,0,0,0.9774669408798218,3.134883165359497
moving,0.15,0.2,True,20,500,46,0,0.0,100.0,100,0.0,100.0,0,0,0.9782412648200989,3.118290662765503
moving,0.15,0.2,True,20,500,47,18,0.9,460.0,500,288.0,460.0,18,0,0.924788773059845,12.848807334899902
moving,0.15,0.2,True,20,500,48,20,1.0,500.0,500,320.0,500.0,20,0,0.9261966347694397,12.286991119384766
moving,0.15,0.2,True,20,500,49,20,1.0,500.0,500,320.0,500.0,20,0,0.9264497756958008,12.265714645385742
moving,0.2,0.2,True,20,500,0,0,0.0,100.0,100,0.0,100.0,0,0,0.9778987169265747,3.0950562953948975
moving,0.2,0.2,True,20,500,1,20,1.0,500.0,500,320.0,500.0,20,0,0.927247941493988,12.21360969543457
moving,0.2,0.2,True,20,500,2,17,0.85,440.0,500,272.0,440.0,17,0,0.9203881025314331,13.124065399169922
moving,0.2,0.2,True,20,500,3,0,0.0,100.0,100,0.0,100.0,0,0,0.9769649505615234,3.292949914932251
moving,0.2,0.2,True,20,500,4,0,0.0,100.0,100,0.0,100.0,0,0,0.9782551527023315,3.1164391040802
moving,0.2,0.2,True,20,500,5,20,1.0,500.0,500,320.0,500.0,20,0,0.9260438680648804,12.27409553527832
moving,0.2,0.2,True,20,500,6,0,0.0,100.0,100,0.0,100.0,0,0,0.977165699005127,3.1256165504455566
moving,0.2,0.2,True,20,500,7,20,1.0,500.0,500,320.0,500.0,20,0,0.9260638952255249,12.279581069946289
moving,0.2,0.2,True,20,500,8,0,0.0,100.0,100,0.0,100.0,0,0,0.9783016443252563,3.114001512527466
moving,0.2,0.2,True,20,500,9,20,1.0,500.0,500,320.0,500.0,20,0,0.9260128736495972,12.271380424499512
moving,0.2,0.2,True,20,500,10,20,1.0,500.0,500,320.0,500.0,20,0,0.9264143705368042,12.283677101135254
moving,0.2,0.2,True,20,500,11,20,1.0,500.0,500,320.0,500.0,20,0,0.9269890785217285,12.267642974853516
moving,0.2,0.2,True,20,500,12,20,1.0,500.0,500,320.0,500.0,20,0,0.9267099499702454,12.280282974243164
moving,0.2,0.2,True,20,500,13,0,0.0,100.0,100,0.0,100.0,0,0,0.9764608144760132,3.247206687927246
moving,0.2,0.2,True,20,500,14,20,1.0,500.0,500,320.0,500.0,20,0,0.926060676574707,12.278271675109863
moving,0.2,0.2,True,20,500,15,0,0.0,100.0,100,0.0,100.0,0,0,0.9768995046615601,3.132929801940918
moving,0.2,0.2,True,20,500,16,20,1.0,500.0,500,320.0,500.0,20,0,0.9260255098342896,12.27998161315918
moving,0.2,0.2,True,20,500,17,20,1.0,500.0,500,320.0,500.0,20,0,0.9260271787643433,12.2736177444458
moving,0.2,0.2,True,20,500,18,0,0.0,100.0,100,0.0,100.0,0,0,0.977599024772644,3.1012184619903564
moving,0.2,0.2,True,20,500,19,20,1.0,500.0,500,320.0,500.0,20,0,0.9258426427841187,12.263021469116211
moving,0.2,0.2,True,20,500,20,0,0.0,100.0,100,0.0,100.0,0,0,0.9783298373222351,3.113527774810791
